ACCNUM,YEAR,HOUR,ROAD_CLASS,District,WardNum,ACCLOC,TRAFFCTL,VISIBILITY,RDSFCOND,ACCLASS,IMPACTYPE,INVAGE,INJURY,FATAL_NO,DRIVACT,DRIVCOND,PEDACT,PEDCOND,geometry
1338584,2012,15,Major Arterial,Scarborough,24,At Intersection,No Control,Rain,Wet,Non-Fatal Injury,Rear End,unknown,,,,,,,"-79.233508, 43.776007"
1338584,2012,15,Major Arterial,Scarborough,24,At Intersection,No Control,Rain,Wet,Non-Fatal Injury,Rear End,35 to 39,Minor,,Driving Properly,Normal,,,"-79.233508, 43.776007"
1338584,2012,15,Major Arterial,Scarborough,24,At Intersection,No Control,Rain,Wet,Non-Fatal Injury,Rear End,60 to 64,Minor,,Driving Properly,Normal,,,"-79.233508, 43.776007"
4001988525,2014,15,Major Arterial,Etobicoke York,2,Intersection Related,Traffic Signal,Clear,Dry,Non-Fatal Injury,Turning Movement,20 to 24,None,,Failed to Yield Right of Way,Normal,,,"-79.575145, 43.632022"
4001988525,2014,15,Major Arterial,Etobicoke York,2,Intersection Related,Traffic Signal,Clear,Dry,Non-Fatal Injury,Turning Movement,50 to 54,Major,,Driving Properly,Normal,,,"-79.575145, 43.632022"
4001994857,2014,15,Major Arterial,Scarborough,21,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Other,60 to 64,None,,Driving Properly,Normal,,,"-79.310191, 43.759013"
4001994857,2014,15,Major Arterial,Scarborough,21,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Other,80 to 84,Major,,,,,,"-79.310191, 43.759013"
4001361731,2014,15,Major Arterial,Etobicoke York,5,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,25 to 29,None,,,,,,"-79.492801, 43.669467"
4002589073,2014,15,Major Arterial,North York,6,Non Intersection,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,60 to 64,Major,,,,Crossing without right of way,Normal,"-79.434238, 43.738406"
4002589073,2014,15,Major Arterial,North York,6,Non Intersection,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,60 to 64,None,,Driving Properly,Normal,,,"-79.434238, 43.738406"
4002647882,2014,15,Minor Arterial,North York,6,Intersection Related,Stop Sign,Clear,Dry,Non-Fatal Injury,Turning Movement,85 to 89,Minor,,Failed to Yield Right of Way,Unknown,,,"-79.475604, 43.779563"
4002647882,2014,15,Minor Arterial,North York,6,Intersection Related,Stop Sign,Clear,Dry,Non-Fatal Injury,Turning Movement,35 to 39,Minor,,Driving Properly,Normal,,,"-79.475604, 43.779563"
4002647882,2014,15,Minor Arterial,North York,6,Intersection Related,Stop Sign,Clear,Dry,Non-Fatal Injury,Turning Movement,50 to 54,Minimal,,Driving Properly,Normal,,,"-79.475604, 43.779563"
4002647882,2014,15,Minor Arterial,North York,6,Intersection Related,Stop Sign,Clear,Dry,Non-Fatal Injury,Turning Movement,75 to 79,Major,,,,,,"-79.475604, 43.779563"
4001361731,2014,15,Major Arterial,Etobicoke York,5,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,60 to 64,Minor,,,,,,"-79.492801, 43.669467"
131031283,2013,15,Major Arterial,North York,18,,Traffic Signal,Clear,Dry,Fatal,Pedestrian Collisions,30 to 34,None,,Improper Passing,Inattentive,,,"-79.424747, 43.796965"
131031283,2013,15,Major Arterial,North York,18,,Traffic Signal,Clear,Dry,Fatal,Pedestrian Collisions,40 to 44,Fatal,56,,,Crossing with right of way,Normal,"-79.424747, 43.796965"
3001061187,2013,15,Minor Arterial,North York,18,At Intersection,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,unknown,,,Driving Properly,Unknown,,,"-79.407451, 43.782489"
3001061187,2013,15,Minor Arterial,North York,18,At Intersection,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,10 to 14,Major,,,,"Crossing, no Traffic Control",Unknown,"-79.407451, 43.782489"
13999959,2013,15,Major Arterial,Etobicoke York,2,,Traffic Signal,Other,Other,Fatal,Turning Movement,35 to 39,None,,Improper Turn,Unknown,,,"-79.567218, 43.63444"
13999959,2013,15,Major Arterial,Etobicoke York,2,,Traffic Signal,Other,Other,Fatal,Turning Movement,30 to 34,Fatal,59,Driving Properly,Unknown,,,"-79.567218, 43.63444"
3001181592,2013,15,Major Arterial,Etobicoke York,7,At Intersection,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,60 to 64,None,,Failed to Yield Right of Way,Normal,,,"-79.515971, 43.719237"
3001181592,2013,15,Major Arterial,Etobicoke York,7,At Intersection,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,65 to 69,Major,,,,"Crossing, no Traffic Control",Normal,"-79.515971, 43.719237"
131219717,2013,15,Major Arterial,North York,,,Stop Sign,Clear,Dry,Fatal,Pedestrian Collisions,65 to 69,None,,Driving Properly,Normal,,,"-79.301685, 43.722369"
131219717,2013,15,Major Arterial,North York,,,Stop Sign,Clear,Dry,Fatal,Pedestrian Collisions,70 to 74,Fatal,63,,,"Crossing, no Traffic Control",Unknown,"-79.301685, 43.722369"
4001311712,2014,15,Major Arterial,Scarborough,,Intersection Related,No Control,Clear,Wet,Non-Fatal Injury,Pedestrian Collisions,unknown,None,,Other,Unknown,,,"-79.238353, 43.738841"
4001311712,2014,15,Major Arterial,Scarborough,,Intersection Related,No Control,Clear,Wet,Non-Fatal Injury,Pedestrian Collisions,40 to 44,Major,,,,Other,Unknown,"-79.238353, 43.738841"
4001342712,2014,15,Local,Etobicoke York,2,At/Near Private Drive,No Control,Clear,Ice,Non-Fatal Injury,Pedestrian Collisions,35 to 39,None,,Other,Normal,,,"-79.521617, 43.672438"
4001342712,2014,15,Local,Etobicoke York,2,At/Near Private Drive,No Control,Clear,Ice,Non-Fatal Injury,Pedestrian Collisions,20 to 24,Major,,,,Walking on Roadway with Traffic,Normal,"-79.521617, 43.672438"
4001361731,2014,15,Major Arterial,Etobicoke York,5,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,20 to 24,None,,Driving Properly,Normal,,,"-79.492801, 43.669467"
4001361731,2014,15,Major Arterial,Etobicoke York,5,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,65 to 69,None,,Disobeyed Traffic Control,Normal,,,"-79.492801, 43.669467"
4001361731,2014,15,Major Arterial,Etobicoke York,5,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,45 to 49,Major,,,,On Sidewalk or Shoulder,Normal,"-79.492801, 43.669467"
4001645257,2014,15,Minor Arterial,Etobicoke York,5,Non Intersection,No Control,Clear,Dry,Non-Fatal Injury,Turning Movement,40 to 44,None,,Improper Turn,Inattentive,,,"-79.476039, 43.681712"
4001645257,2014,15,Minor Arterial,Etobicoke York,5,Non Intersection,No Control,Clear,Dry,Non-Fatal Injury,Turning Movement,25 to 29,Minimal,,Driving Properly,Normal,,,"-79.476039, 43.681712"
4001645257,2014,15,Minor Arterial,Etobicoke York,5,Non Intersection,No Control,Clear,Dry,Non-Fatal Injury,Turning Movement,20 to 24,Major,,,,,,"-79.476039, 43.681712"
4001700272,2014,15,Major Arterial,Toronto and East York,10,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,20 to 24,None,,Failed to Yield Right of Way,Inattentive,,,"-79.380862, 43.641421"
4001700272,2014,15,Major Arterial,Toronto and East York,10,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,20 to 24,None,,,,,,"-79.380862, 43.641421"
4001700272,2014,15,Major Arterial,Toronto and East York,10,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,55 to 59,Major,,,,Crossing with right of way,Normal,"-79.380862, 43.641421"
4001839598,2014,15,Minor Arterial,Etobicoke York,3,At Intersection,Stop Sign,Clear,Dry,Non-Fatal Injury,Turning Movement,15 to 19,None,,Failed to Yield Right of Way,Inattentive,,,"-79.514026, 43.65351"
4001839598,2014,15,Minor Arterial,Etobicoke York,3,At Intersection,Stop Sign,Clear,Dry,Non-Fatal Injury,Turning Movement,40 to 44,Major,,Driving Properly,Normal,,,"-79.514026, 43.65351"
4001851906,2014,15,Major Arterial,Scarborough,20,At Intersection,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,30 to 34,None,,Driving Properly,Normal,,,"-79.257076, 43.720854"
4001851906,2014,15,Major Arterial,Scarborough,20,At Intersection,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,10 to 14,Major,,,,"Crossing, no Traffic Control",Normal,"-79.257076, 43.720854"
1386767,2013,15,Local,Etobicoke York,,,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,30 to 34,None,,Driving Properly,Normal,,,"-79.47034, 43.67919"
1386767,2013,15,Local,Etobicoke York,,,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,5 to 9,Major,,,,Running onto Roadway,Inattentive,"-79.47034, 43.67919"
1387447,2013,15,Major Arterial,Scarborough,20,,Traffic Signal,Clear,Dry,Non-Fatal Injury,Turning Movement,75 to 79,Minor,,Driving Properly,Normal,,,"-79.24818, 43.711112"
1387447,2013,15,Major Arterial,Scarborough,20,,Traffic Signal,Clear,Dry,Non-Fatal Injury,Turning Movement,60 to 64,Major,,,,,,"-79.24818, 43.711112"
1387447,2013,15,Major Arterial,Scarborough,20,,Traffic Signal,Clear,Dry,Non-Fatal Injury,Turning Movement,85 to 89,Minor,,Improper Turn,Inattentive,,,"-79.24818, 43.711112"
1387447,2013,15,Major Arterial,Scarborough,20,,Traffic Signal,Clear,Dry,Non-Fatal Injury,Turning Movement,65 to 69,None,,Driving Properly,Normal,,,"-79.24818, 43.711112"
4001414099,2014,15,Major Arterial,Toronto and East York,14,Intersection Related,Stop Sign,Snow,Slush,Non-Fatal Injury,Angle,55 to 59,None,,Failed to Yield Right of Way,Normal,,,"-79.352245, 43.662223"
4001414099,2014,15,Major Arterial,Toronto and East York,14,Intersection Related,Stop Sign,Snow,Slush,Non-Fatal Injury,Angle,40 to 44,None,,Driving Properly,Normal,,,"-79.352245, 43.662223"
4001414099,2014,15,Major Arterial,Toronto and East York,14,Intersection Related,Stop Sign,Snow,Slush,Non-Fatal Injury,Angle,unknown,Major,,,,,,"-79.352245, 43.662223"
4001438202,2014,15,Minor Arterial,Etobicoke York,7,At/Near Private Drive,Stop Sign,Clear,Wet,Non-Fatal Injury,SMV Other,40 to 44,Major,,Lost control,Medical or Physical Disability,,,"-79.500835, 43.770331"
1388364,2013,15,Major Arterial,Toronto and East York,14,,No Control,Clear,Dry,Non-Fatal Injury,Approaching,30 to 34,Major,,,,,,"-79.337688, 43.700644"
1388364,2013,15,Major Arterial,Toronto and East York,14,,No Control,Clear,Dry,Non-Fatal Injury,Approaching,55 to 59,Major,,Driving Properly,Normal,,,"-79.337688, 43.700644"
1388364,2013,15,Major Arterial,Toronto and East York,14,,No Control,Clear,Dry,Non-Fatal Injury,Approaching,35 to 39,Major,,Lost control,Inattentive,,,"-79.337688, 43.700644"
3000983486,2013,15,Major Arterial,Scarborough,20,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Turning Movement,60 to 64,None,,,,,,"-79.282756, 43.71617"
3000983486,2013,15,Major Arterial,Scarborough,20,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Turning Movement,75 to 79,Major,,Failed to Yield Right of Way,Normal,,,"-79.282756, 43.71617"
3000983486,2013,15,Major Arterial,Scarborough,20,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Turning Movement,40 to 44,None,,Driving Properly,Normal,,,"-79.282756, 43.71617"
3000989119,2013,15,Minor Arterial,Scarborough,25,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Angle,60 to 64,Major,,Disobeyed Traffic Control,Inattentive,,,"-79.168781, 43.804213"
3000989119,2013,15,Minor Arterial,Scarborough,25,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Angle,25 to 29,None,,Driving Properly,Normal,,,"-79.168781, 43.804213"
3000989119,2013,15,Minor Arterial,Scarborough,25,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Angle,0 to 4,None,,,,,,"-79.168781, 43.804213"
5000804946,2015,15,Local,Toronto and East York,12,Non Intersection,No Control,Clear,Dry,Non-Fatal Injury,Cyclist Collisions,45 to 49,None,,Improper Turn,Normal,,,"-79.405063, 43.686713"
5000804946,2015,15,Local,Toronto and East York,12,Non Intersection,No Control,Clear,Dry,Non-Fatal Injury,Cyclist Collisions,20 to 24,Major,,,,,,"-79.405063, 43.686713"
5000804946,2015,15,Local,Toronto and East York,12,Non Intersection,No Control,Clear,Dry,Non-Fatal Injury,Cyclist Collisions,0 to 4,None,,,,,,"-79.405063, 43.686713"
5000811243,2015,15,Minor Arterial,Toronto and East York,19,At Intersection,Stop Sign,Clear,Wet,Non-Fatal Injury,Angle,15 to 19,None,,Failed to Yield Right of Way,Inattentive,,,"-79.320651, 43.691435"
5000811243,2015,15,Minor Arterial,Toronto and East York,19,At Intersection,Stop Sign,Clear,Wet,Non-Fatal Injury,Angle,55 to 59,Major,,Driving Properly,Normal,,,"-79.320651, 43.691435"
5000847589,2015,15,Collector,Scarborough,23,At Intersection,Stop Sign,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,45 to 49,None,,Failed to Yield Right of Way,Inattentive,,,"-79.27634, 43.787783"
5000847589,2015,15,Collector,Scarborough,23,At Intersection,Stop Sign,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,15 to 19,Major,,,,Crossing with right of way,Normal,"-79.27634, 43.787783"
5001383996,2015,15,Major Arterial,Etobicoke York,7,At Intersection,Stop Sign,Clear,Dry,Non-Fatal Injury,Cyclist Collisions,50 to 54,None,,Driving Properly,Normal,,,"-79.531894, 43.715689"
5001652684,2015,15,Minor Arterial,Toronto and East York,10,Non Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Cyclist Collisions,55 to 59,None,,Improper Passing,Inattentive,,,"-79.383029, 43.64659"
5001652684,2015,15,Minor Arterial,Toronto and East York,10,Non Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Cyclist Collisions,35 to 39,Major,,,,,,"-79.383029, 43.64659"
5000422593,2015,15,Major Arterial,Etobicoke York,5,Non Intersection,No Control,Clear,Dry,Non-Fatal Injury,Other,45 to 49,None,,Driving Properly,Normal,,,"-79.487628, 43.706294"
4003192512,2014,15,Major Arterial,North York,,Intersection Related,Traffic Signal,Other,Dry,Fatal,Cyclist Collisions,45 to 49,None,,Improper Turn,Inattentive,,,"-79.302089, 43.723372"
4003192512,2014,15,Major Arterial,North York,,Intersection Related,Traffic Signal,Other,Dry,Fatal,Cyclist Collisions,70 to 74,Fatal,36,,,,,"-79.302089, 43.723372"
4003270015,2014,15,Major Arterial,North York,8,Non Intersection,No Control,Clear,Dry,Non-Fatal Injury,SMV Unattended Vehicle,60 to 64,Major,,Lost control,Medical or Physical Disability,,,"-79.418041, 43.728297"
4003270015,2014,15,Major Arterial,North York,8,Non Intersection,No Control,Clear,Dry,Non-Fatal Injury,SMV Unattended Vehicle,unknown,,,,,,,"-79.418041, 43.728297"
5000422593,2015,15,Major Arterial,Etobicoke York,5,Non Intersection,No Control,Clear,Dry,Non-Fatal Injury,Other,90 to 94,Major,,,,,,"-79.487628, 43.706294"
5001446152,2015,15,Major Arterial,Scarborough,20,At/Near Private Drive,No Control,Clear,Dry,Non-Fatal Injury,Turning Movement,20 to 24,None,,Failed to Yield Right of Way,Inattentive,,,"-79.265682, 43.726832"
5001446152,2015,15,Major Arterial,Scarborough,20,At/Near Private Drive,No Control,Clear,Dry,Non-Fatal Injury,Turning Movement,30 to 34,Major,,Driving Properly,Normal,,,"-79.265682, 43.726832"
5001501450,2015,15,Minor Arterial,Toronto and East York,10,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Cyclist Collisions,40 to 44,None,,Improper Turn,Inattentive,,,"-79.383968, 43.642317"
5001501450,2015,15,Minor Arterial,Toronto and East York,10,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Cyclist Collisions,35 to 39,Major,,,,,,"-79.383968, 43.642317"
5001551226,2015,15,Major Arterial,Toronto and East York,13,Non Intersection,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,35 to 39,None,,Driving Properly,Normal,,,"-79.371242, 43.648951"
5001551226,2015,15,Major Arterial,Toronto and East York,13,Non Intersection,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,65 to 69,Major,,,,"Crossing, no Traffic Control",Inattentive,"-79.371242, 43.648951"
5000260881,2015,15,Minor Arterial,Etobicoke York,3,,No Control,Other,Other,Fatal,Other,45 to 49,None,,Driving Properly,Normal,,,"-79.500606, 43.621562"
5000260881,2015,15,Minor Arterial,Etobicoke York,3,,No Control,Other,Other,Fatal,Other,75 to 79,Fatal,5,,,,,"-79.500606, 43.621562"
5001684106,2015,15,Minor Arterial,Scarborough,24,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Cyclist Collisions,35 to 39,None,,Failed to Yield Right of Way,Inattentive,,,"-79.231899, 43.7839"
5001684106,2015,15,Minor Arterial,Scarborough,24,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Cyclist Collisions,15 to 19,Major,,,,,,"-79.231899, 43.7839"
5001050877,2015,15,Local,Toronto and East York,9,At/Near Private Drive,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,70 to 74,None,,Lost control,Normal,,,"-79.458461, 43.666697"
5001050877,2015,15,Local,Toronto and East York,9,At/Near Private Drive,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,45 to 49,Major,,,,Other,Unknown,"-79.458461, 43.666697"
5001088565,2015,15,Major Arterial,Toronto and East York,4,Non Intersection,No Control,Rain,Wet,Non-Fatal Injury,SMV Other,20 to 24,Major,,Speed too Fast For Condition,Inattentive,,,"-79.444095, 43.63642"
5001088565,2015,15,Major Arterial,Toronto and East York,4,Non Intersection,No Control,Rain,Wet,Non-Fatal Injury,SMV Other,20 to 24,Minor,,,,,,"-79.444095, 43.63642"
5001088565,2015,15,Major Arterial,Toronto and East York,4,Non Intersection,No Control,Rain,Wet,Non-Fatal Injury,SMV Other,20 to 24,Minor,,,,,,"-79.444095, 43.63642"
5001107596,2015,15,Minor Arterial,Toronto and East York,13,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Turning Movement,30 to 34,None,,Disobeyed Traffic Control,Inattentive,,,"-79.359233, 43.663695"
5001107596,2015,15,Minor Arterial,Toronto and East York,13,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Turning Movement,45 to 49,Major,,Failed to Yield Right of Way,Normal,,,"-79.359233, 43.663695"
5001107596,2015,15,Minor Arterial,Toronto and East York,13,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Turning Movement,15 to 19,Major,,,,,,"-79.359233, 43.663695"
5001263243,2015,15,Major Arterial,Etobicoke York,1,Intersection Related,Traffic Signal,Clear,Dry,Non-Fatal Injury,Angle,50 to 54,Minor,,Disobeyed Traffic Control,Inattentive,,,"-79.593227, 43.676417"
5001263243,2015,15,Major Arterial,Etobicoke York,1,Intersection Related,Traffic Signal,Clear,Dry,Non-Fatal Injury,Angle,75 to 79,Major,,Driving Properly,Inattentive,,,"-79.593227, 43.676417"
5001263243,2015,15,Major Arterial,Etobicoke York,1,Intersection Related,Traffic Signal,Clear,Dry,Non-Fatal Injury,Angle,45 to 49,None,,Driving Properly,Normal,,,"-79.593227, 43.676417"
5001263243,2015,15,Major Arterial,Etobicoke York,1,Intersection Related,Traffic Signal,Clear,Dry,Non-Fatal Injury,Angle,70 to 74,Major,,,,,,"-79.593227, 43.676417"
5001383996,2015,15,Major Arterial,Etobicoke York,7,At Intersection,Stop Sign,Clear,Dry,Non-Fatal Injury,Cyclist Collisions,15 to 19,Major,,,,,,"-79.531894, 43.715689"
4002954632,2014,15,Major Arterial,Scarborough,21,At/Near Private Drive,No Control,Clear,Dry,Non-Fatal Injury,Turning Movement,35 to 39,Major,,Exceeding Speed Limit,Normal,,,"-79.259059, 43.752669"
4002954632,2014,15,Major Arterial,Scarborough,21,At/Near Private Drive,No Control,Clear,Dry,Non-Fatal Injury,Turning Movement,60 to 64,None,,Driving Properly,Normal,,,"-79.259059, 43.752669"
4003015546,2014,15,Major Arterial,Toronto and East York,13,At Intersection,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,35 to 39,Minor,,Driving Properly,Fatigue,,,"-79.375659, 43.656806"
4003015546,2014,15,Major Arterial,Toronto and East York,13,At Intersection,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,45 to 49,Major,,,,Crossing without right of way,Medical or Physical Disability,"-79.375659, 43.656806"
5000630061,2015,15,Major Arterial,Toronto and East York,10,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Turning Movement,85 to 89,None,,Failed to Yield Right of Way,Inattentive,,,"-79.369815, 43.645556"
5000630061,2015,15,Major Arterial,Toronto and East York,10,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Turning Movement,30 to 34,Major,,Driving Properly,Normal,,,"-79.369815, 43.645556"
5001836357,2015,15,Major Arterial,Scarborough,21,Intersection Related,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,40 to 44,None,,Driving Properly,Normal,,,"-79.307399, 43.742633"
5001836357,2015,15,Major Arterial,Scarborough,21,Intersection Related,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,10 to 14,Major,,,,"Crossing, no Traffic Control",Normal,"-79.307399, 43.742633"
5001836357,2015,15,Major Arterial,Scarborough,21,Intersection Related,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,5 to 9,Minimal,,,,"Crossing, no Traffic Control",Unknown,"-79.307399, 43.742633"
5001836357,2015,15,Major Arterial,Scarborough,21,Intersection Related,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,15 to 19,Minimal,,,,"Crossing, no Traffic Control",Unknown,"-79.307399, 43.742633"
5001836357,2015,15,Major Arterial,Scarborough,21,Intersection Related,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,45 to 49,Major,,,,"Crossing, no Traffic Control",Unknown,"-79.307399, 43.742633"
5001841929,2015,15,Major Arterial,North York,6,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Cyclist Collisions,50 to 54,None,,Failed to Yield Right of Way,Normal,,,"-79.480113, 43.727404"
5001841929,2015,15,Major Arterial,North York,6,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Cyclist Collisions,20 to 24,Major,,,,,,"-79.480113, 43.727404"
5001841929,2015,15,Major Arterial,North York,6,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Cyclist Collisions,20 to 24,None,,,,,,"-79.480113, 43.727404"
5001866211,2015,15,Major Arterial,Scarborough,24,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,40 to 44,None,,Driving Properly,Normal,,,"-79.215839, 43.76184"
5001866211,2015,15,Major Arterial,Scarborough,24,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,10 to 14,Major,,,,Crossing without right of way,Inattentive,"-79.215839, 43.76184"
5001897298,2015,15,Major Arterial,North York,15,At Intersection,Stop Sign,Clear,Dry,Non-Fatal Injury,Angle,75 to 79,Minimal,,Failed to Yield Right of Way,Inattentive,,,"-79.376323, 43.708693"
5001897298,2015,15,Major Arterial,North York,15,At Intersection,Stop Sign,Clear,Dry,Non-Fatal Injury,Angle,50 to 54,Minimal,,Driving Properly,Normal,,,"-79.376323, 43.708693"
5001897298,2015,15,Major Arterial,North York,15,At Intersection,Stop Sign,Clear,Dry,Non-Fatal Injury,Angle,55 to 59,Major,,Driving Properly,Normal,,,"-79.376323, 43.708693"
5001897298,2015,15,Major Arterial,North York,15,At Intersection,Stop Sign,Clear,Dry,Non-Fatal Injury,Angle,30 to 34,None,,,,,,"-79.376323, 43.708693"
5001897298,2015,15,Major Arterial,North York,15,At Intersection,Stop Sign,Clear,Dry,Non-Fatal Injury,Angle,20 to 24,None,,,,,,"-79.376323, 43.708693"
5001897298,2015,15,Major Arterial,North York,15,At Intersection,Stop Sign,Clear,Dry,Non-Fatal Injury,Angle,15 to 19,None,,,,,,"-79.376323, 43.708693"
6001668263,2016,15,Major Arterial,North York,17,Non Intersection,No Control,Clear,Dry,Non-Fatal Injury,SMV Other,15 to 19,Major,,Lost control,Inattentive,,,"-79.353236, 43.784453"
6001681800,2016,15,Major Arterial,Etobicoke York,1,Non Intersection,No Control,Clear,Dry,Non-Fatal Injury,Turning Movement,65 to 69,None,,Improper Turn,Normal,,,"-79.561816, 43.712752"
6001681800,2016,15,Major Arterial,Etobicoke York,1,Non Intersection,No Control,Clear,Dry,Non-Fatal Injury,Turning Movement,35 to 39,Major,,Driving Properly,Normal,,,"-79.561816, 43.712752"
5002136221,2015,15,Major Arterial,Toronto and East York,4,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Cyclist Collisions,35 to 39,None,,Following too Close,Normal,,,"-79.458499, 43.651126"
5002136221,2015,15,Major Arterial,Toronto and East York,4,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Cyclist Collisions,25 to 29,Major,,,,,,"-79.458499, 43.651126"
5002136221,2015,15,Major Arterial,Toronto and East York,4,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Cyclist Collisions,10 to 14,None,,,,,,"-79.458499, 43.651126"
5002136221,2015,15,Major Arterial,Toronto and East York,4,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Cyclist Collisions,10 to 14,None,,,,,,"-79.458499, 43.651126"
6000901714,2016,15,Minor Arterial,Toronto and East York,4,Non Intersection,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,35 to 39,None,,Driving Properly,Normal,,,"-79.436633, 43.638697"
6000901714,2016,15,Minor Arterial,Toronto and East York,4,Non Intersection,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,40 to 44,None,,,,,,"-79.436633, 43.638697"
6000901714,2016,15,Minor Arterial,Toronto and East York,4,Non Intersection,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,5 to 9,None,,,,,,"-79.436633, 43.638697"
6000901714,2016,15,Minor Arterial,Toronto and East York,4,Non Intersection,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,5 to 9,None,,,,,,"-79.436633, 43.638697"
6000901714,2016,15,Minor Arterial,Toronto and East York,4,Non Intersection,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,0 to 4,Major,,,,Running onto Roadway,Inattentive,"-79.436633, 43.638697"
6000582754,2016,15,Major Arterial,North York,,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,75 to 79,Major,,,,Crossing with right of way,Normal,"-79.442966, 43.773787"
6000705795,2016,15,Major Arterial,North York,17,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,75 to 79,None,,Driving Properly,Normal,,,"-79.366519, 43.783667"
6000705795,2016,15,Major Arterial,North York,17,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,65 to 69,Major,,,,Crossing without right of way,Inattentive,"-79.366519, 43.783667"
6000019763,2016,15,Collector,North York,16,At Intersection,Stop Sign,Clear,Dry,Non-Fatal Injury,Angle,50 to 54,None,,Disobeyed Traffic Control,Normal,,,"-79.3287, 43.762789"
